,article_title,country,population,region,article_quality,revision_id
1497,Daniel Mukoko Samba,"Congo, Dem. Rep.",99.0,MIDDLE AFRICA,Start,1106989449.0
1498,Paul-Joseph Mukungubila,"Congo, Dem. Rep.",99.0,MIDDLE AFRICA,C,1105617422.0
1499,Medard Mulangala,"Congo, Dem. Rep.",99.0,MIDDLE AFRICA,C,1101726096.0
1500,Didier Mumengi,"Congo, Dem. Rep.",99.0,MIDDLE AFRICA,C,1074734394.0
1501,Kasongo Munganga,"Congo, Dem. Rep.",99.0,MIDDLE AFRICA,C,1105966047.0
1502,Jean-Claude Kazembe Musonda,"Congo, Dem. Rep.",99.0,MIDDLE AFRICA,Stub,1098805559.0
1503,Jules Mutebusi,"Congo, Dem. Rep.",99.0,MIDDLE AFRICA,Start,1092041837.0
1504,Laurent Nkunda,"Congo, Dem. Rep.",99.0,MIDDLE AFRICA,C,1082692191.0
1505,Victor Promontorio,"Congo, Dem. Rep.",99.0,MIDDLE AFRICA,Start,1087110784.0
1506,Jean-Marie Runiga,"Congo, Dem. Rep.",99.0,MIDDLE AFRICA,Start,1053665820.0
1507,Alain Daniel Shekomba,"Congo, Dem. Rep.",99.0,MIDDLE AFRICA,Stub,1104802428.0
1508,Koloso Sumaili,"Congo, Dem. Rep.",99.0,MIDDLE AFRICA,Stub,1053666295.0
1509,Noël K. Tshiani Muadiamvita,"Congo, Dem. Rep.",99.0,MIDDLE AFRICA,C,1108163676.0
1510,Emery Wafwana,"Congo, Dem. Rep.",99.0,MIDDLE AFRICA,Start,1092371503.0
1511,Emmanuel Weyi,"Congo, Dem. Rep.",99.0,MIDDLE AFRICA,Start,1114586215.0
1512,Florentino Alfaro Zamora,Costa Rica,5.2,CENTRAL AMERICA,Stub,956286846.0
1513,Alejandro Alvarado García,Costa Rica,5.2,CENTRAL AMERICA,Stub,1003975565.0
1514,Antonio Saldaña,Costa Rica,5.2,CENTRAL AMERICA,Start,1093440482.0
1515,Armando Aráuz Aguilar,Costa Rica,5.2,CENTRAL AMERICA,Stub,1096079605.0
1516,Birche,Costa Rica,5.2,CENTRAL AMERICA,Stub,953393149.0
1517,Tranquilino de Bonilla y Herdocia,Costa Rica,5.2,CENTRAL AMERICA,Stub,1076002437.0
1518,Juan José de Bonilla y Herdocia,Costa Rica,5.2,CENTRAL AMERICA,Stub,956293523.0
1519,Miguel de Bonilla y Laya-Bolívar,Costa Rica,5.2,CENTRAL AMERICA,Start,1049728557.0
1520,Stephan Brunner,Costa Rica,5.2,CENTRAL AMERICA,Stub,1103928769.0
1521,Florencio del Castillo,Costa Rica,5.2,CENTRAL AMERICA,Start,1069435039.0
1522,Paola Vega Castillo,Costa Rica,5.2,CENTRAL AMERICA,Stub,1107984404.0
1523,Ramón Castro y Ramírez,Costa Rica,5.2,CENTRAL AMERICA,Stub,956293548.0
1524,Ricardo Castro Beeche,Costa Rica,5.2,CENTRAL AMERICA,Stub,1099192652.0
1525,Teodoro Willink Castro,Costa Rica,5.2,CENTRAL AMERICA,Stub,1108137810.0
1526,José Joaquín Chaverri Sievert,Costa Rica,5.2,CENTRAL AMERICA,Stub,956297870.0
1527,José Miguel Corrales Bolaños,Costa Rica,5.2,CENTRAL AMERICA,Stub,1106097216.0
1528,Correque,Costa Rica,5.2,CENTRAL AMERICA,Start,1060409498.0
1529,Aquileo J. Echeverría,Costa Rica,5.2,CENTRAL AMERICA,Start,1077703728.0
1530,El Guarco,Costa Rica,5.2,CENTRAL AMERICA,Start,982203872.0
1531,Narciso Esquivel y Salazar,Costa Rica,5.2,CENTRAL AMERICA,Stub,956293456.0
1532,Alberto Fait Lizano,Costa Rica,5.2,CENTRAL AMERICA,Stub,1095090935.0
1533,Gerardo Gómez Ramírez,Costa Rica,5.2,CENTRAL AMERICA,Stub,942924505.0
1534,Joaquín Gutiérrez,Costa Rica,5.2,CENTRAL AMERICA,C,1054520061.0
1535,Gerardo Guzmán Quirós,Costa Rica,5.2,CENTRAL AMERICA,Stub,956298558.0
1536,Joaquín de Iglesias Vidamartel,Costa Rica,5.2,CENTRAL AMERICA,Stub,956293531.0
1537,Bernal Jiménez Monge,Costa Rica,5.2,CENTRAL AMERICA,Stub,1099703699.0
1538,Ramón Jiménez y Robredo,Costa Rica,5.2,CENTRAL AMERICA,Stub,956297739.0
1539,King Garabito,Costa Rica,5.2,CENTRAL AMERICA,Start,953412068.0
1540,Pedro María León-Páez y Brown,Costa Rica,5.2,CENTRAL AMERICA,Stub,1060701173.0
1541,Óscar López (politician),Costa Rica,5.2,CENTRAL AMERICA,Stub,1108071893.0
1542,Juan de los Santos Madriz y Cervantes,Costa Rica,5.2,CENTRAL AMERICA,Stub,979296974.0
1543,Marvin Calvo Montoya,Costa Rica,5.2,CENTRAL AMERICA,Stub,1112206196.0
1544,Félix Arcadio Montero Monge,Costa Rica,5.2,CENTRAL AMERICA,Stub,1097535044.0
1545,Sonia Marta Mora Escalante,Costa Rica,5.2,CENTRAL AMERICA,Stub,1082026885.0
1546,José Joaquín Mora Porras,Costa Rica,5.2,CENTRAL AMERICA,Stub,1066725232.0
1547,Mary Munive,Costa Rica,5.2,CENTRAL AMERICA,Stub,1103929222.0
1548,Rafael Moya Murillo,Costa Rica,5.2,CENTRAL AMERICA,Stub,956297821.0
1549,María Teresa Obregón Zamora,Costa Rica,5.2,CENTRAL AMERICA,C,1062414934.0
1550,Juan de Obregón y Espinosa,Costa Rica,5.2,CENTRAL AMERICA,Start,1111778447.0
1551,Rodrigo Oreamuno Blanco,Costa Rica,5.2,CENTRAL AMERICA,Stub,1090060729.0
1552,Joaquín de Oreamuno,Costa Rica,5.2,CENTRAL AMERICA,GA,1096820977.0
1553,Rafael Francisco Osejo,Costa Rica,5.2,CENTRAL AMERICA,Start,1034464885.0
1554,Pablo Presbere,Costa Rica,5.2,CENTRAL AMERICA,C,1094432381.0
1555,Eugenio Padilla Bonilla,Costa Rica,5.2,CENTRAL AMERICA,Stub,994446675.0
1556,Manuel María de Peralta y Alfaro,Costa Rica,5.2,CENTRAL AMERICA,Start,1099780917.0
1557,José María de Peralta,Costa Rica,5.2,CENTRAL AMERICA,Start,1099735450.0
1558,Manuel María de Peralta y López del Corral,Costa Rica,5.2,CENTRAL AMERICA,Stub,1076002485.0
1559,Cipriano Pérez y Arias,Costa Rica,5.2,CENTRAL AMERICA,Stub,1079012012.0
1560,Eusebio Prieto y Ruiz,Costa Rica,5.2,CENTRAL AMERICA,Stub,956293601.0
1561,Carmen Quesada Santamaría,Costa Rica,5.2,CENTRAL AMERICA,Stub,989893885.0
1562,José Pablo Quirós Quirós,Costa Rica,5.2,CENTRAL AMERICA,Stub,1068141997.0
1563,Gregorio José Ramírez,Costa Rica,5.2,CENTRAL AMERICA,Start,1108030896.0
1564,Rafael Ramírez Hidalgo,Costa Rica,5.2,CENTRAL AMERICA,Stub,1003975880.0
1565,Carlos Ricardo Benavides Jiménez,Costa Rica,5.2,CENTRAL AMERICA,Stub,1101826814.0
1566,Santiago Mayas,Costa Rica,5.2,CENTRAL AMERICA,Start,1091891616.0
1567,Siarke,Costa Rica,5.2,CENTRAL AMERICA,Stub,1040860121.0
1568,Tomás Enrique Soley Soler,Costa Rica,5.2,CENTRAL AMERICA,Stub,956286746.0
1569,José María Soto Alfaro,Costa Rica,5.2,CENTRAL AMERICA,Start,1022937864.0
1570,Ricardo Toledo Carranza,Costa Rica,5.2,CENTRAL AMERICA,Stub,1074320861.0
1571,Nazario Toledo,Costa Rica,5.2,CENTRAL AMERICA,Stub,956293527.0
1572,Marco Vinicio Vargas Pereira,Costa Rica,5.2,CENTRAL AMERICA,Stub,956297827.0
1573,Santos Velázquez y Tinoco,Costa Rica,5.2,CENTRAL AMERICA,Stub,956293472.0
1574,William Forbes (Talamancan king),Costa Rica,5.2,CENTRAL AMERICA,Stub,953571529.0
1575,Jean-Jacques Béchio,Cote d'Ivoire,28.2,WESTERN AFRICA,Stub,1097445644.0
1576,Kandia Camara,Cote d'Ivoire,28.2,WESTERN AFRICA,Start,1103563722.0
1577,Charles Koffi Diby,Cote d'Ivoire,28.2,WESTERN AFRICA,Stub,1108506945.0
1578,Étienne Djaument,Cote d'Ivoire,28.2,WESTERN AFRICA,Stub,1102789374.0
1579,Loubo Augustin Djessou,Cote d'Ivoire,28.2,WESTERN AFRICA,Stub,1055941458.0
1580,Laurent Dona Fologo,Cote d'Ivoire,28.2,WESTERN AFRICA,Stub,1114825081.0
1581,Michel Gueu,Cote d'Ivoire,28.2,WESTERN AFRICA,C,1107654367.0
1582,Marcel Zadi Kessy,Cote d'Ivoire,28.2,WESTERN AFRICA,Start,1101937624.0
1583,Kaba Nialé,Cote d'Ivoire,28.2,WESTERN AFRICA,Start,1096406056.0
1584,Sékou Sanogo,Cote d'Ivoire,28.2,WESTERN AFRICA,Stub,994546487.0
1585,Sidi Tiémoko Touré,Cote d'Ivoire,28.2,WESTERN AFRICA,C,1091776866.0
1586,Mato Arlović,Croatia,3.8,SOUTHERN EUROPE,Start,995029235.0
1587,Antun Augustinčić,Croatia,3.8,SOUTHERN EUROPE,GA,1107956669.0
1588,Jakov Blažević,Croatia,3.8,SOUTHERN EUROPE,Stub,1107642810.0
1589,Mirko Bogović,Croatia,3.8,SOUTHERN EUROPE,Stub,1111957117.0
1590,Zvonko Brkić,Croatia,3.8,SOUTHERN EUROPE,Stub,1079673510.0
1591,Andrija Torkvat Brlić,Croatia,3.8,SOUTHERN EUROPE,GA,1115206658.0
1592,Josip Broz Tito,Croatia,3.8,SOUTHERN EUROPE,B,1115923981.0
1593,Nadežda Čačinovič,Croatia,3.8,SOUTHERN EUROPE,Start,1112933531.0
1594,Melko Čingrija,Croatia,3.8,SOUTHERN EUROPE,Start,1078887578.0
1595,Melko Čingrija,Croatia,3.8,SOUTHERN EUROPE,Start,1078887578.0
1596,Melko Čingrija,Serbia,6.8,SOUTHERN EUROPE,Start,1078887578.0
1597,Melko Čingrija,Serbia,6.8,SOUTHERN EUROPE,Start,1078887578.0
1598,Pero Čingrija,Croatia,3.8,SOUTHERN EUROPE,Start,1078888021.0
1599,Juraj Demetrović,Croatia,3.8,SOUTHERN EUROPE,Stub,1080729797.0
1600,Luigi Frari,Croatia,3.8,SOUTHERN EUROPE,Start,1065837770.0
1601,Nikica Gabrić,Croatia,3.8,SOUTHERN EUROPE,Stub,1100953009.0
1602,Leon Geršković,Croatia,3.8,SOUTHERN EUROPE,Start,1100856578.0
1603,Pavle Gregorić,Croatia,3.8,SOUTHERN EUROPE,Stub,1010865645.0
1604,Hakija Hadžić,Croatia,3.8,SOUTHERN EUROPE,Start,1078015152.0
1605,Dragutin Haramija,Croatia,3.8,SOUTHERN EUROPE,Stub,1079673431.0
1606,Ernest Jelušić,Croatia,3.8,SOUTHERN EUROPE,Start,1035465045.0
1607,Emerik Josipović,Croatia,3.8,SOUTHERN EUROPE,Stub,1108439301.0
1608,Gejza Josipović,Croatia,3.8,SOUTHERN EUROPE,Stub,1017549423.0
1609,Radovan Juričić,Croatia,3.8,SOUTHERN EUROPE,C,1012985592.0
1610,Luka Kirac,Croatia,3.8,SOUTHERN EUROPE,GA,1112003841.0
1611,Stjepan Kovačević,Croatia,3.8,SOUTHERN EUROPE,Stub,972227393.0
1612,Josip Kregar,Croatia,3.8,SOUTHERN EUROPE,Start,1022316460.0
1613,Izidor Kršnjavi,Croatia,3.8,SOUTHERN EUROPE,Start,1105361975.0
1614,Šime Kurelić,Croatia,3.8,SOUTHERN EUROPE,Start,1083761998.0
1615,Ante Mandić,Croatia,3.8,SOUTHERN EUROPE,Stub,1104609731.0
1616,Vladimir Mažuranić,Croatia,3.8,SOUTHERN EUROPE,Start,1070845254.0
1617,Danijel Mileta,Croatia,3.8,SOUTHERN EUROPE,Start,1063882247.0
1618,Pavao Muhić,Croatia,3.8,SOUTHERN EUROPE,Stub,1009855661.0
1619,Francesco Neffat,Croatia,3.8,SOUTHERN EUROPE,Start,1087585656.0
1620,Fran Novljan,Croatia,3.8,SOUTHERN EUROPE,Start,1086818268.0
1621,Petar Pejačević,Croatia,3.8,SOUTHERN EUROPE,Stub,1021214490.0
1622,Kata Pejnović,Croatia,3.8,SOUTHERN EUROPE,Start,1095342896.0
1623,Ivo Pilar,Croatia,3.8,SOUTHERN EUROPE,C,1089349756.0
1624,Pero Pirker,Croatia,3.8,SOUTHERN EUROPE,GA,1097968650.0
1625,Svetozar Pribićević,Croatia,3.8,SOUTHERN EUROPE,C,1093904984.0
1626,Svetozar Pribićević,Croatia,3.8,SOUTHERN EUROPE,C,1093904984.0
1627,Svetozar Pribićević,Serbia,6.8,SOUTHERN EUROPE,C,1093904984.0
1628,Svetozar Pribićević,Serbia,6.8,SOUTHERN EUROPE,C,1093904984.0
1629,Niko Pucić,Croatia,3.8,SOUTHERN EUROPE,Start,1086466947.0
1630,Rafael Pucić,Croatia,3.8,SOUTHERN EUROPE,Stub,1109480180.0
1631,Svetozar Rittig,Croatia,3.8,SOUTHERN EUROPE,C,1078580605.0
1632,Vjekoslav Servatzy,Croatia,3.8,SOUTHERN EUROPE,Start,1085075271.0
1633,Ivan Vilibor Sinčić,Croatia,3.8,SOUTHERN EUROPE,Start,1107681809.0
1634,Tadija Smičiklas,Croatia,3.8,SOUTHERN EUROPE,C,1090985499.0
1635,Vjekoslav Spinčić,Croatia,3.8,SOUTHERN EUROPE,Start,1039143224.0
1636,Predrag Štromar,Croatia,3.8,SOUTHERN EUROPE,Start,1049187655.0
1637,Josip Juraj Strossmayer,Croatia,3.8,SOUTHERN EUROPE,C,1111376276.0
1638,Ante Šupuk,Croatia,3.8,SOUTHERN EUROPE,Start,1015900174.0
1639,Đuro Šurmin,Croatia,3.8,SOUTHERN EUROPE,Start,1031747692.0
1640,Ljudevit Vukotinović,Croatia,3.8,SOUTHERN EUROPE,Start,1081133614.0
1641,Dragan Vulin,Croatia,3.8,SOUTHERN EUROPE,Start,1031595837.0
1642,Lordan Zafranović,Croatia,3.8,SOUTHERN EUROPE,C,1112298171.0
1643,Savo Zlatić,Croatia,3.8,SOUTHERN EUROPE,C,1019059043.0
1644,Ante Županović,Croatia,3.8,SOUTHERN EUROPE,Stub,1014125709.0
1645,Prime Ministers of Cuba,Cuba,11.1,CARIBBEAN,Stub,934437679.0
1646,President of Cuba,Cuba,11.1,CARIBBEAN,C,1112307334.0
1647,Ignacio Agramonte,Cuba,11.1,CARIBBEAN,C,1104193887.0
1648,Sebastian Arcos Bergnes,Cuba,11.1,CARIBBEAN,C,1111442114.0
1649,Gustavo Arcos,Cuba,11.1,CARIBBEAN,Start,1064128904.0
1650,Juan de Ayala y Escobar,Cuba,11.1,CARIBBEAN,C,1115775999.0
1651,Miguel Brugueras,Cuba,11.1,CARIBBEAN,Stub,1094840575.0
1652,Leopoldo Cancio,Cuba,11.1,CARIBBEAN,Start,1018001652.0
1653,Demetrio Castillo Duany,Cuba,11.1,CARIBBEAN,Start,1078095226.0
1654,Vicente Manuel de Céspedes,Cuba,11.1,CARIBBEAN,C,1067145473.0
1655,Manuel Cidre,Cuba,11.1,CARIBBEAN,Start,1105881632.0
1656,José María Coppinger,Cuba,11.1,CARIBBEAN,GA,1080005445.0
1657,Rafael Díaz-Balart,Cuba,11.1,CARIBBEAN,Start,1106639409.0
1658,Miguel Díaz-Canel,Cuba,11.1,CARIBBEAN,GA,1115075784.0
1659,Manuel Dorta-Duque,Cuba,11.1,CARIBBEAN,C,1114485837.0
1660,Carlos Fernández Gondín,Cuba,11.1,CARIBBEAN,Start,1066670419.0
1661,Orestes Ferrara,Cuba,11.1,CARIBBEAN,C,1070890875.0
1662,Francisco de Arango y Parreño,Cuba,11.1,CARIBBEAN,Start,1112500039.0
1663,Juan Carlos García Granda,Cuba,11.1,CARIBBEAN,Stub,1086881012.0
1664,Reinaldo García Zapata,Cuba,11.1,CARIBBEAN,Stub,1115738739.0
1665,Aurelio Hevia,Cuba,11.1,CARIBBEAN,Stub,1029493523.0
1666,Fernando Heydrich,Cuba,11.1,CARIBBEAN,Start,1015959656.0
1667,Alfredo Hornedo,Cuba,11.1,CARIBBEAN,C,1111245250.0
1668,Manuel Marrero Cruz,Cuba,11.1,CARIBBEAN,Start,1112820527.0
1669,Rubén Martínez Puente,Cuba,11.1,CARIBBEAN,Stub,1099829999.0
1670,Augusto Martínez Sánchez,Cuba,11.1,CARIBBEAN,C,1106597865.0
1671,Bartolomé Masó,Cuba,11.1,CARIBBEAN,Start,1082014108.0
1672,Ramón Meza y Suárez Inclán,Cuba,11.1,CARIBBEAN,Start,1090136006.0
1673,Rafael Montoro,Cuba,11.1,CARIBBEAN,Stub,1107203065.0
1674,Rafael Montoro,Cuba,11.1,CARIBBEAN,Stub,1107203065.0
1675,Rafael Montoro,Spain,47.4,SOUTHERN EUROPE,Stub,1107203065.0
1676,Rafael Montoro,Spain,47.4,SOUTHERN EUROPE,Stub,1107203065.0
1677,Bartolomé Morales,Cuba,11.1,CARIBBEAN,Start,1104171930.0
1678,José Núñez de Cáceres,Cuba,11.1,CARIBBEAN,GA,1090327585.0
1679,Juan Vitalio Acuña Núñez,Cuba,11.1,CARIBBEAN,Stub,1007811203.0
1680,Enrique Oltuski,Cuba,11.1,CARIBBEAN,Start,1033836396.0
1681,Frank País,Cuba,11.1,CARIBBEAN,C,1088557022.0
1682,Juan Nepomuceno de Quesada,Cuba,11.1,CARIBBEAN,C,1104171943.0
1683,Luis Alberto Rodríguez López-Calleja,Cuba,11.1,CARIBBEAN,Start,1104294016.0
1684,"Salvador José de Muro, 2nd Marquis of Someruelos",Cuba,11.1,CARIBBEAN,GA,1103383044.0
1685,Laureano de Torres y Ayala,Cuba,11.1,CARIBBEAN,C,1107030973.0
1686,Salvador Valdés Mesa,Cuba,11.1,CARIBBEAN,Start,1112500064.0
1687,Nikos Christodoulides,Cyprus,1.3,WESTERN ASIA,C,1114620877.0
1688,Ioannis Clerides,Cyprus,1.3,WESTERN ASIA,Start,1098237394.0
1689,Takis Evdokas,Cyprus,1.3,WESTERN ASIA,Stub,1100993618.0
1690,Oz Karahan,Cyprus,1.3,WESTERN ASIA,Stub,1110569334.0
1691,Andreas Koukouma,Cyprus,1.3,WESTERN ASIA,C,1106347999.0
1692,Pantelis Kouros,Cyprus,1.3,WESTERN ASIA,Stub,1098425442.0
1693,Kyrillos III of Cyprus,Cyprus,1.3,WESTERN ASIA,Stub,1091921175.0
1694,Michalis Paraskevas,Cyprus,1.3,WESTERN ASIA,C,1115935468.0
1695,Christos Patsalides,Cyprus,1.3,WESTERN ASIA,Stub,1060031276.0
1696,Nicos A. Rolandis,Cyprus,1.3,WESTERN ASIA,Start,1115144934.0
1697,Benon Sevan,Cyprus,1.3,WESTERN ASIA,Start,1113575455.0
1698,Stefanos Stefanou (politician),Cyprus,1.3,WESTERN ASIA,Start,1068165689.0
1699,Michael Zampelas,Cyprus,1.3,WESTERN ASIA,Start,1112275979.0
1700,Josef Barák,Czechia,10.5,EASTERN EUROPE,Stub,1083124449.0
1701,Dagmar Burešová,Czechia,10.5,EASTERN EUROPE,C,1098666195.0
1702,František Ringo Čech,Czechia,10.5,EASTERN EUROPE,C,1108211243.0
1703,Jaroslav Chalupský,Czechia,10.5,EASTERN EUROPE,Stub,1078953657.0
1704,Petr Cibulka,Czechia,10.5,EASTERN EUROPE,Start,1113204122.0
1705,Čestmír Císař,Czechia,10.5,EASTERN EUROPE,C,1104559649.0
1706,Josef Šebestián Daubek,Czechia,10.5,EASTERN EUROPE,Start,1050015346.0
1707,Karel Domin,Czechia,10.5,EASTERN EUROPE,Start,1049007188.0
1708,Dominik Feri,Czechia,10.5,EASTERN EUROPE,GA,1115784958.0
1709,Jaroslav Foldyna,Czechia,10.5,EASTERN EUROPE,Start,1101136989.0
1710,Vladimír Franz,Czechia,10.5,EASTERN EUROPE,C,1018540612.0
1711,Josef Václav Frič,Czechia,10.5,EASTERN EUROPE,Start,1096760435.0
1712,Radola Gajda,Czechia,10.5,EASTERN EUROPE,C,1094011419.0
1713,Edvard Gregr,Czechia,10.5,EASTERN EUROPE,Stub,395526568.0
1714,Julius Gregr,Czechia,10.5,EASTERN EUROPE,Stub,395521877.0
1715,Tomáš Grulich,Czechia,10.5,EASTERN EUROPE,Stub,1105195802.0
1716,Karel Havlíček Borovský,Czechia,10.5,EASTERN EUROPE,C,1113946125.0
1717,Karel Havlík,Czechia,10.5,EASTERN EUROPE,Stub,1100828466.0
1718,Jan Helcelet,Czechia,10.5,EASTERN EUROPE,Start,1097877507.0
1719,Vladimír Hučín,Czechia,10.5,EASTERN EUROPE,Start,1006178116.0
1720,Stanislav Huml,Czechia,10.5,EASTERN EUROPE,Stub,1100256753.0
1721,Martin Jahn,Czechia,10.5,EASTERN EUROPE,Start,1115835189.0
1722,Antonín Janoušek,Czechia,10.5,EASTERN EUROPE,Start,1081772760.0
1723,Antonín Janoušek,Czechia,10.5,EASTERN EUROPE,Start,1081772760.0
1724,Antonín Janoušek,Slovakia,5.4,EASTERN EUROPE,Start,1081772760.0
1725,Antonín Janoušek,Slovakia,5.4,EASTERN EUROPE,Start,1081772760.0
1726,Josef Ježek,Czechia,10.5,EASTERN EUROPE,Start,1081825452.0
1727,Ladislav Jirků,Czechia,10.5,EASTERN EUROPE,Stub,1105195815.0
1728,Svatopluk Karásek,Czechia,10.5,EASTERN EUROPE,Stub,1105195949.0
1729,"Wenzel Anton, Prince of Kaunitz-Rietberg",Czechia,10.5,EASTERN EUROPE,C,1087676617.0
1730,Philip Kinsky of Wchinitz and Tettau,Czechia,10.5,EASTERN EUROPE,Start,1115641696.0
1731,Bohuslav Kokotek,Czechia,10.5,EASTERN EUROPE,Start,1101925484.0
1732,Jan Krejčí,Czechia,10.5,EASTERN EUROPE,C,1089306800.0
1733,Jan Lacina (Czech politician),Czechia,10.5,EASTERN EUROPE,GA,1100139907.0
1734,Lubomír Ledl,Czechia,10.5,EASTERN EUROPE,Stub,1098598568.0
1735,Miroslav Lidinský,Czechia,10.5,EASTERN EUROPE,C,1110419961.0
1736,Jiří Lobkowicz,Czechia,10.5,EASTERN EUROPE,Stub,1036408754.0
1737,Jiří Löw,Czechia,10.5,EASTERN EUROPE,Start,1100079475.0
1738,Ivan Mašek,Czechia,10.5,EASTERN EUROPE,Stub,1108547621.0
1739,Mikuláš of Hus,Czechia,10.5,EASTERN EUROPE,Stub,1016780533.0
1740,Zdeněk Mraček,Czechia,10.5,EASTERN EUROPE,Stub,1106394242.0
1741,Jana Nečasová,Czechia,10.5,EASTERN EUROPE,Stub,1078853565.0
1742,Joseph Nekl,Czechia,10.5,EASTERN EUROPE,Stub,1109748763.0
1743,Roman Onderka,Czechia,10.5,EASTERN EUROPE,Stub,1058094951.0
1744,Vladimír Oplt,Czechia,10.5,EASTERN EUROPE,Stub,1101228395.0
1745,František Palacký,Czechia,10.5,EASTERN EUROPE,C,1105698438.0
1746,Mojmír Povolný,Czechia,10.5,EASTERN EUROPE,C,1108319836.0
1747,Vladimír Príkazský,Czechia,10.5,EASTERN EUROPE,Start,1098436155.0
1748,Ondřej Přikryl,Czechia,10.5,EASTERN EUROPE,Stub,1070612078.0
1749,František Reichel,Czechia,10.5,EASTERN EUROPE,Stub,1105195920.0
1750,Bedřich Reicin,Czechia,10.5,EASTERN EUROPE,Start,994557125.0
1751,František Ladislav Rieger,Czechia,10.5,EASTERN EUROPE,C,1081925821.0
1752,Luca Rovinalti,Czechia,10.5,EASTERN EUROPE,Stub,1068280342.0
1753,Luca Rovinalti,Czechia,10.5,EASTERN EUROPE,Stub,1068280342.0
1754,Luca Rovinalti,Italy,58.9,SOUTHERN EUROPE,Stub,1068280342.0
1755,Luca Rovinalti,Italy,58.9,SOUTHERN EUROPE,Stub,1068280342.0
1756,Richard Sacher,Czechia,10.5,EASTERN EUROPE,Stub,1092501154.0
1757,Tomáš Eduard Šilinger,Czechia,10.5,EASTERN EUROPE,Stub,1078089986.0
1758,Karel Štogl,Czechia,10.5,EASTERN EUROPE,Start,1098811438.0
1759,Antonín Cyril Stojan,Czechia,10.5,EASTERN EUROPE,C,1081455346.0
1760,Matěj Stropnický,Czechia,10.5,EASTERN EUROPE,Stub,1079854598.0
1761,Jiří Svoboda (director),Czechia,10.5,EASTERN EUROPE,Stub,1049133241.0
1762,Miroslav Tetter,Czechia,10.5,EASTERN EUROPE,Start,1098599146.0
1763,Tomáš Vandas,Czechia,10.5,EASTERN EUROPE,Start,1110388860.0
1764,Jiří Ventruba,Czechia,10.5,EASTERN EUROPE,Stub,1106895401.0
1765,Jan Vrba (politician),Czechia,10.5,EASTERN EUROPE,Stub,1115849913.0
1766,Christian August Broberg,Denmark,5.9,NORTHERN EUROPE,C,1106575496.0
1767,Peter Vogelius Deinboll,Denmark,5.9,NORTHERN EUROPE,Stub,1086892227.0
1768,Niko Grünfeld,Denmark,5.9,NORTHERN EUROPE,Stub,1076895271.0
1769,Petra Petersen,Denmark,5.9,NORTHERN EUROPE,Start,956506009.0
1770,Henning Podebusk,Denmark,5.9,NORTHERN EUROPE,Start,1065426004.0
1771,Mads Rørvig,Denmark,5.9,NORTHERN EUROPE,Start,1011343841.0
1772,Grethe Rostbøll,Denmark,5.9,NORTHERN EUROPE,Stub,1098592394.0
1773,Theresa Scavenius,Denmark,5.9,NORTHERN EUROPE,C,1053774991.0
1774,Erna Sørensen,Denmark,5.9,NORTHERN EUROPE,Start,923585617.0
1775,Elisa Ussing,Denmark,5.9,NORTHERN EUROPE,Start,976628048.0
1776,Gertie Wandel,Denmark,5.9,NORTHERN EUROPE,Start,1020166279.0
1777,Lars Weiss,Denmark,5.9,NORTHERN EUROPE,Stub,1074392690.0
1778,Julius Wulff,Denmark,5.9,NORTHERN EUROPE,Stub,1037201024.0
1779,Moussa Ali Abdoulkader,Djibouti,1.1,EASTERN AFRICA,Stub,997163619.0
1780,Djama Ali Moussa,Djibouti,1.1,EASTERN AFRICA,Stub,1084934202.0
1781,Djama Ali Moussa,Djibouti,1.1,EASTERN AFRICA,Stub,1084934202.0
1782,Djama Ali Moussa,Somalia,17.6,EASTERN AFRICA,Stub,1084934202.0
1783,Djama Ali Moussa,Somalia,17.6,EASTERN AFRICA,Stub,1084934202.0
1784,Choukri Djibah,Djibouti,1.1,EASTERN AFRICA,Start,1097190148.0
1785,Omar Farah Iltireh,Djibouti,1.1,EASTERN AFRICA,Start,1030633831.0
1786,Daher Ahmed Farah,Djibouti,1.1,EASTERN AFRICA,Start,999603390.0
1787,Ahmed Goumane-Roble,Djibouti,1.1,EASTERN AFRICA,Stub,1052661085.0
1788,Barkat Gourad Hamadou,Djibouti,1.1,EASTERN AFRICA,C,1106305331.0
1789,Mahmoud Harbi,Djibouti,1.1,EASTERN AFRICA,C,1113413390.0
1790,Mohamed Kamil,Djibouti,1.1,EASTERN AFRICA,Stub,1073985228.0
1791,Ahmed-Idriss Moussa,Djibouti,1.1,EASTERN AFRICA,Stub,1080051890.0
1792,Omar Osman Rabe,Djibouti,1.1,EASTERN AFRICA,Start,1098230816.0
1793,Mohamed Warsama Ragueh,Djibouti,1.1,EASTERN AFRICA,Stub,1073358606.0
1794,Frank Baron (politician),Dominica,0.1,CARIBBEAN,Stub,1103996048.0
1795,Pelegrín Castillo,Dominica,0.1,CARIBBEAN,Stub,1084729797.0
1796,Aurelius Marie,Dominica,0.1,CARIBBEAN,Stub,1077406858.0
1797,Cecil Rawle,Dominica,0.1,CARIBBEAN,Start,1081518586.0
1798,President of the Dominican Republic,Dominican Republic,11.2,CARIBBEAN,C,1115460639.0
1799,Johnny Abbes García,Dominican Republic,11.2,CARIBBEAN,Start,1110092775.0
1800,José Rafael Abinader,Dominican Republic,11.2,CARIBBEAN,Start,1097958814.0
